MinReturn,Steps,StdReturn,MaxReturn,Epoch,AverageReturn
-100.0,992400,39.3084305434,97.3469158165,827,-16.3898211619
-75.0128286068,993600,26.3565614762,68.4136461025,828,3.56893595352
-261.794943049,994800,68.6016494883,67.9546240664,829,-40.6988602371
-182.33282388,996000,60.0836573704,89.2133206429,830,-9.99647737266
-155.119005261,997200,50.6124376,74.4709237185,831,-20.8788715015
-100.0,998400,22.3772482107,51.4624457499,832,-0.901408696543
-109.659629992,999600,47.396418051,67.267183048,833,-27.4091646515
-79.526916516,1000800,31.4501971233,80.0950075941,834,-0.783511950499
-127.559396561,1002000,40.9550273242,39.4269263082,835,-36.163702771
-100.747882164,1003200,31.0213029388,34.1493625761,836,-22.9938983381
-100.549056643,1004400,44.6342296966,121.857635231,837,-3.93784975276
-104.823926667,1005600,33.4549075189,79.2776506733,838,-3.02257744838
-120.806082496,1006800,57.1970252729,148.843935601,839,-3.26646818794
-198.138224915,1008000,74.0481295981,118.452083303,840,-6.77612487329
-108.828025251,1009200,44.5034948293,96.2191034592,841,-2.90433518532
-78.2030839678,1010400,35.5267115605,115.087622963,842,16.7058621261
-130.074103624,1011600,43.3668664982,55.5418315488,843,-25.5866410961
-117.583562778,1012800,47.3505213515,125.925710115,844,16.3255282654
-103.71017523,1014000,35.0215441645,53.8184271539,845,-12.9635191059
-100.0,1015200,33.8750129549,63.5702092887,846,-8.91733173746
-101.977221377,1016400,44.5481576698,84.3082758747,847,-12.8180906219
-104.114970761,1017600,45.2549135168,86.48046014,848,-3.57335609171
-111.064278789,1018800,37.4014474869,110.808332693,849,-4.07319091247
-135.427616322,1020000,55.7243026669,122.354318842,850,2.07891079213
-129.500061442,1021200,53.1505664764,116.397477251,851,20.2746116898
-120.70095352,1022400,53.8646309209,118.732403482,852,1.61266917681
-140.748018037,1023600,58.0128665438,115.577542189,853,-12.7759631998
-105.600509686,1024800,28.0445696128,57.8563645348,854,-6.47489034734
-101.956925687,1026000,36.2375978643,95.9412173796,855,-1.08777046319
-100.0,1027200,30.3078003522,75.5887382723,856,4.04725287702
-100.0,1028400,38.9516972838,112.1170691,857,6.88594618709
-93.108818382,1029600,30.2397897958,70.3202126868,858,0.992344862577
-100.0,1030800,32.3429315072,60.2578845966,859,9.64176005078
-146.782052786,1032000,50.760099352,125.782048629,860,15.0400587871
-94.2070446141,1033200,28.498103672,93.2872742232,861,4.57694601815
-148.308676696,1034400,48.9587528852,101.988212225,862,7.39369025827
-148.061637796,1035600,55.7124712099,129.522916004,863,1.68431343165
-83.8310939103,1036800,31.8480145161,129.775874864,864,10.9312790008
-142.539251362,1038000,39.1690270998,93.0456361418,865,3.4600746434
-143.474819931,1039200,46.2078647217,59.6999027684,866,-11.3302642762
-94.695601539,1040400,35.3391693937,113.894553214,867,12.0843915331
-94.8276734865,1041600,27.227896991,75.4250382766,868,13.9119283861
-95.2592742732,1042800,35.8600742318,109.15649414,869,6.38673838389
-102.692638105,1044000,41.7374531413,98.8008771308,870,-0.0669525094503
-122.931735528,1045200,39.9090439316,83.7176376237,871,1.60241476626
-138.959139986,1046400,43.4505395511,117.088327555,872,6.50516894649
-111.829764948,1047600,39.0263184399,80.2358186261,873,0.879601007296
-93.6553310114,1048800,37.0983431212,101.824895691,874,16.3923851053
-126.619431213,1050000,38.0546481068,98.313104808,875,20.5832706221
-116.836828517,1051200,39.6443014849,136.854638688,876,18.5820519538
-136.342269359,1052400,39.2694402128,110.466528261,877,12.5978162918
-100.804319528,1053600,48.8604182092,122.217501611,878,16.0919659501
-320.29630226,1054800,89.8185274889,120.897466562,879,-3.24946241008
-116.085848949,1056000,49.7944078889,131.452180473,880,9.44409536552
-102.353907077,1057200,29.7402329093,78.4115578007,881,4.66806633136
-107.603853837,1058400,27.2105253215,68.9676331213,882,3.21146479818
-117.59677118,1059600,53.294959562,138.272713484,883,33.3126531601
-153.846986099,1060800,41.1952648885,64.2074212918,884,-6.21759877334
-124.802404682,1062000,46.5631009687,150.186194012,885,14.4136030329
-84.9320073913,1063200,34.1677561821,129.456287348,886,8.96402787466
-128.704888509,1064400,42.1734071409,103.864497301,887,11.1131486162
-54.9354588243,1065600,30.9490491201,105.949942524,888,4.46975705823
-168.373149041,1066800,41.3925052987,106.961019867,889,-0.814125623974
-119.88917443,1068000,47.0645201053,122.762906788,890,3.04602422812
-55.8521947999,1069200,26.909033367,57.3193381046,891,-8.42472833773
-118.538348272,1070400,50.3268853577,100.0,892,10.3642271607
-133.786083289,1071600,55.2892792792,147.594201184,893,11.0044156367
-119.81494919,1072800,35.2109286908,82.1716696363,894,0.925580978582
-102.485038176,1074000,34.7680416,86.0894643597,895,4.07058879167
-106.266556649,1075200,33.8753548945,96.919699645,896,8.34250073408
-122.103279022,1076400,35.1403553568,100.0,897,18.0712587221
-131.004515669,1077600,52.480411829,83.1676632436,898,1.83183104601
-126.136609886,1078800,44.3777179121,118.683497176,899,14.4100390473
-343.450555256,1080000,91.6263372565,88.7919742286,900,-83.6671797435
-114.572166085,1081200,58.8479283081,117.292690732,901,4.09478431246
-128.961624173,1082400,55.250908776,128.543940755,902,19.5543786239
-142.009939838,1083600,56.1833971495,100.0,903,5.86016610177
-181.686602451,1084800,58.3476310966,61.5962047945,904,-43.3280878426
-119.440207365,1086000,37.6428623235,70.7858510488,905,4.15895985197
-226.007788133,1087200,57.2109840996,45.2360074871,906,-38.9233176629
-100.291782095,1088400,39.0329871253,95.433154248,907,7.93594288891
-41.3567348979,1089600,37.0104658255,116.783906669,908,40.4304809119
-119.122528518,1090800,46.6561610031,96.4641543961,909,-10.5066973015
-164.04340409,1092000,61.8955558068,100.0,910,-1.01288187622
-316.019511043,1093200,86.7593715847,58.4713374432,911,-75.007194784
-116.514891179,1094400,39.3974184268,44.9926334826,912,-13.9104126523
-376.967469024,1095600,128.882045862,100.0,913,-54.8304133491
-108.84551614,1096800,38.8640758994,62.0643386748,914,-13.3567473182
-105.8024545,1098000,52.0552642819,100.0,915,22.4292358969
-111.708425776,1099200,47.0173487467,99.4286681918,916,4.65745736345
-120.312524169,1100400,42.9254236983,71.7125713838,917,-20.2080196922
-126.960640211,1101600,50.7786714281,120.93307966,918,8.16641184735
-200.202879207,1102800,59.4079629007,70.471069115,919,-32.2954756222
-108.922726279,1104000,34.108094045,95.2911857976,920,-1.13665697672
-100.0,1105200,39.423698505,69.8931055541,921,2.00103622544
-115.632177342,1106400,31.0557993135,38.2463119601,922,-18.4603343579
-110.265965812,1107600,35.3854906842,110.202148252,923,-5.0340032691
-100.0,1108800,37.1925904854,89.0055572486,924,4.9945390547
-122.428030116,1110000,57.5099713988,133.993173532,925,5.23049631734
-171.760339581,1111200,63.0350623646,95.0942643629,926,-23.5594644629
-287.677645698,1112400,83.1489709862,100.0,927,-19.2589356558
-143.073921112,1113600,60.9718263146,122.903573701,928,-13.0903259764
-117.374641453,1114800,43.355123963,97.4746111962,929,-10.946109927
-100.0,1116000,21.1117397866,64.1353367255,930,-0.590128816279
-103.016446668,1117200,35.2069188104,122.128779499,931,3.78195414284
-132.136416227,1118400,53.2432202045,109.101270947,932,-13.6034238643
-106.954936241,1119600,40.083109184,52.0692737628,933,-31.8338859605
-100.0,1120800,33.2574342497,57.6445861067,934,-13.1029728703
-108.208877675,1122000,33.996035231,62.8120278698,935,-30.362867161
-173.274430681,1123200,61.1397754601,93.7092595103,936,-22.476271959
-112.189649312,1124400,31.5567308351,74.4687612899,937,-10.5269215842
-102.644688901,1125600,22.2171785113,56.5294986788,938,-0.915524950497
-115.105072517,1126800,48.4339392088,123.821014098,939,6.4634119878
-109.975787305,1128000,38.2870169213,75.6311044743,940,-6.03927559772
-100.0,1129200,39.9805709174,100.0,941,23.7414976468
-103.787725429,1130400,52.3649862083,131.421497099,942,8.02644963478
-129.299839205,1131600,38.6189694711,92.3405204476,943,-5.13753218216
-111.498916659,1132800,28.2737304655,57.3528542363,944,-1.72633207499
-74.1384945081,1134000,19.5188352244,62.3732794104,945,0.309869636031
-101.278380591,1135200,42.2443638997,117.598689458,946,7.43549379298
-119.952000344,1136400,29.4829640697,68.6479181822,947,-2.54536648517
-130.752235182,1137600,38.6453872929,76.8075490925,948,-10.6799441692
-101.1056474,1138800,30.9519517487,100.0,949,18.2121901617
-105.866839601,1140000,35.3531904335,100.0,950,14.794859174
-128.386467872,1141200,38.3246249525,81.7091120147,951,-9.30913874519
-115.351767854,1142400,39.6082297154,99.3168430982,952,6.90640100455
-94.601074725,1143600,44.4674075798,120.491709962,953,5.51595736276
-108.234479013,1144800,45.9312351894,145.838225254,954,4.16318462487
-110.696738364,1146000,41.0902399501,94.3494324069,955,1.69653165985
-100.0,1147200,36.5513120323,105.623482391,956,7.70682293756
-179.86782979,1148400,50.4587360252,93.5418388485,957,-14.4926747969
-89.7070969158,1149600,33.3110947311,85.3126396067,958,1.16150682334
-88.2951042731,1150800,27.1143800453,72.9998078148,959,6.95401592592
-68.3021440887,1152000,23.8362140111,66.8676266528,960,4.49714489779
-126.027058241,1153200,40.3477070737,95.3534725574,961,1.34284868089
-145.998658592,1154400,44.4789762544,115.644358149,962,1.08225617595
-115.885673542,1155600,37.7320495666,107.276635496,963,11.9481221026
-99.7503500913,1156800,39.1877938742,120.523977794,964,11.5552131295
-100.0,1158000,32.3462695891,76.5612188589,965,5.26834265225
-145.671723597,1159200,43.4508196034,86.5059134868,966,-1.09567087347
-146.329721488,1160400,38.1036995154,52.0151386947,967,-15.4168022959
-100.0,1161600,31.7293499195,81.8954844743,968,-6.44308127652
-100.0,1162800,43.9239989677,102.934496128,969,5.01800013496
-139.757574696,1164000,43.0894152868,122.804024813,970,1.36640920481
-53.2238339407,1165200,26.3543328194,101.469637584,971,1.57731703572
-84.3619933516,1166400,30.9190313494,101.391822157,972,12.833024154
-113.174879012,1167600,36.2283590258,78.5919713297,973,-2.81434223628
-31.5049703465,1168800,21.6783427581,71.3009797822,974,2.56862966224
-111.403398324,1170000,48.5044585348,137.50585625,975,15.5229400587
-94.0500501165,1171200,36.0488321671,106.788921741,976,18.4495035977
-96.8099718495,1172400,33.9804238473,114.254710306,977,15.3975461922
-30.1939798221,1173600,31.8647017447,111.128906989,978,16.2827655027
-102.5217895,1174800,34.5263030237,61.4138007155,979,-2.17835243795
-67.9452775597,1176000,32.2137402755,120.839326228,980,13.005953743
-116.693125383,1177200,52.8077823554,117.168552409,981,-4.00332187503
-136.535303049,1178400,51.4785651012,98.6835396025,982,-10.3585968147
-113.671330864,1179600,46.1740600058,82.5637312257,983,-11.0314161089
-105.678699307,1180800,38.0821758726,75.385970952,984,-2.75745879707
-143.332595032,1182000,42.0703399234,70.0995553258,985,-5.02323773269
-67.064299878,1183200,28.2033108851,84.8922672694,986,12.3098929279
-77.8329449197,1184400,37.799472053,110.516030113,987,10.8968193147
-114.392878123,1185600,39.8434402551,71.8009030073,988,-16.4599016986
-72.7143790268,1186800,32.9233908986,93.0069146456,989,11.7388990116
-131.975287368,1188000,48.9125068221,121.90274325,990,13.5695775864
-70.6166982786,1189200,43.8075663067,119.864120247,991,20.5503129636
-89.1178460714,1190400,26.2982762601,63.7142420328,992,8.8166755749
-116.577158975,1191600,38.9298924814,97.0677182323,993,13.9171961732
-159.694137825,1192800,65.3693460888,126.752764692,994,-6.8166008755
-51.9344929657,1194000,30.5951004802,75.4314944515,995,-1.69099724925
-56.6763874706,1195200,24.1476189107,70.448791759,996,5.63072047029
-138.351204713,1196400,50.5427669372,114.115877578,997,-1.37797430318
-113.748945188,1197600,42.6580314164,72.1546813855,998,-7.07450553312
